naziv, pib, grad, adresa, tip, broj_automata_ili_uplatnih_mesta 
MOZZART D.O.O. BEOGRAD, 106663237, Прешево, 15.новембра 47, аутомати, 5
MOZZART D.O.O. BEOGRAD, 106663237, Прешево, Саве Ковачевић 1, кладионица, 1
MOZZART D.O.O. BEOGRAD, 106663237, Прешево, Саве Ковачевића 1, аутомати, 5
MOZZART D.O.O. BEOGRAD, 106663237, Прешево, Саве Ковачевића 25, аутомати, 5
MOZZART D.O.O. BEOGRAD, 106663237, Прешево, Саве Ковачевића 25, кладионица, 1
MOZZART D.O.O. BEOGRAD, 106663237, Прибој, Немањина 78, кладионица, 1
MOZZART D.O.O. BEOGRAD, 106663237, Прибој, Немањина 78, аутомати, 7
MOZZART D.O.O. BEOGRAD, 106663237, Пријепоље, Бродарево, Братства и јединства бр.131, кладионица, 1
MOZZART D.O.O. BEOGRAD, 106663237, Пријепоље, Бродарево,Брат.јединства 131, аутомати, 6
MOZZART D.O.O. BEOGRAD, 106663237, Пријепоље, Валтерова 106, аутомати, 13
MOZZART D.O.O. BEOGRAD, 106663237, Пријепоље, Илије Гарашанина 8, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Пријепоље, Књаза Милоша 263, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Пријепоље, Изета Чавића 21, аутомати, 5
MOZZART D.O.O. BEOGRAD, 106663237, Пријепоље, Санџачких бригада 37, аутомати, 6
MOZZART D.O.O. BEOGRAD, 106663237, Пријепоље, Живојина Николића Брке бр.8, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Пријепоље, Трг Димитрија Туцовића бб, аутомати, 5
MOZZART D.O.O. BEOGRAD, 106663237, Пријепоље, 1.маја 2/2, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Прокупље, Моше Пијаде 26/3, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Прокупље, 21.српске дивизије 17, аутомати, 6
MOZZART D.O.O. BEOGRAD, 106663237, Прокупље, В.Трновац Хаџи Муса бб, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Прокупље, Ратка Павловића 128, аутомати, 12
MOZZART D.O.O. BEOGRAD, 106663237, Прокупље, Карађорђа Петровића 206, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Прокупље, Ратка Павловића Чичка 249, аутомати, 6
MOZZART D.O.O. BEOGRAD, 106663237, Раковица, XИ Крајишке дивизије 52а, аутомати, 16
MOZZART D.O.O. BEOGRAD, 106663237, Раковица, Петра Драпшина 1, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Раковица, Борска 36д, аутомати, 33
MOZZART D.O.O. BEOGRAD, 106663237, Раковица, Мајора Илића 8, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Раковица, Борска 45Д, аутомати, 9
MOZZART D.O.O. BEOGRAD, 106663237, Раковица, Јове Курсуле бб, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Раковица, Милоша Великог 38, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Раковица, Видиковачки венац 116, аутомати, 5
MOZZART D.O.O. BEOGRAD, 106663237, Раковица, Београдска 28, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Раковица, Видиковачки венац бр.67 б, аутомати, 5
MOZZART D.O.O. BEOGRAD, 106663237, Раковица, Бранкова 12, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Раковица, Канарево Брдо 42, аутомати, 17
MOZZART D.O.O. BEOGRAD, 106663237, Раковица, Петог конгреса 139, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Раковица, Кнеза Вишеслава 63 ТЦ Базар, аутомати, 5
MOZZART D.O.O. BEOGRAD, 106663237, Раковица, Трг Братства и јединства бр.2, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Раковица, Милорада Драшковића 28, аутомати, 14
MOZZART D.O.O. BEOGRAD, 106663237, Раковица, Патријарха Јоаникија 37, аутомати, 36
MOZZART D.O.O. BEOGRAD, 106663237, Раковица, Краља Милутина 57, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Раковица, Милешевска 44, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Раковица, Пилота М.Петровића 5, аутомати, 16
MOZZART D.O.O. BEOGRAD, 106663237, Раковица, Подавалска 58, аутомати, 13
MOZZART D.O.O. BEOGRAD, 106663237, Раковица, Небојшина 41а, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Рашка, Његошева 56, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Рашка, Душанова 6, аутомати, 8
MOZZART D.O.O. BEOGRAD, 106663237, Рума, Вељка Дугошевића  151, аутомати, 11
MOZZART D.O.O. BEOGRAD, 106663237, Рума, Немањина 30г, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Рума, Трг Николе Пашића 1, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Рума, Главна 143, аутомати, 5
MOZZART D.O.O. BEOGRAD, 106663237, Рума, К.Александра 27, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Рума, Железничка 11, аутомати, 5
MOZZART D.O.O. BEOGRAD, 106663237, Савски Венац, Николе Тесле 35, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Савски Венац, Војводе Мишића 33, аутомати, 6
MOZZART D.O.O. BEOGRAD, 106663237, Савски Венац, Краља Милана 4, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Савски Венац, Добривоја Радосављевића 28, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Савски Венац, Незнаног јунака 3А, аутомати, 7
MOZZART D.O.O. BEOGRAD, 106663237, Савски Венац, Љубе Нешића 145, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Савски Венац, Савски трг 3, аутомати, 8
MOZZART D.O.O. BEOGRAD, 106663237, Савски Венац, Устаничка 182г, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Савски Венац, Сарајевска 1 а, аутомати, 15
MOZZART D.O.O. BEOGRAD, 106663237, Савски Венац, Мајора Зорана Радосављевића 97, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Савски Венац, Сарајевска 40, аутомати, 15
MOZZART D.O.O. BEOGRAD, 106663237, Свилајнац, Угриновачка 143 б, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Свилајнац, Крива Чаршија 36а, аутомати, 5
MOZZART D.O.O. BEOGRAD, 106663237, Свилајнац, Мице Марковић 1, аутомати, 5
MOZZART D.O.O. BEOGRAD, 106663237, Свилајнац, Шумадијска 35, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Сента, Главна 6, аутомати, 7
MOZZART D.O.O. BEOGRAD, 106663237, Сента, 4.јула 1, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Сјеница, 7 јули бб, аутомати, 14
MOZZART D.O.O. BEOGRAD, 106663237, Сјеница, Војводе Степе 2, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Смедерево, Новосадска 21, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Смедерево, 16. октобра 12, аутомати, 5
MOZZART D.O.O. BEOGRAD, 106663237, Смедерево, Војводе Степе 124, аутомати, 6
MOZZART D.O.O. BEOGRAD, 106663237, Смедерево, Главна 28, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Смедерево, Трг Српских добровољаца 51, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Смедерево, Карађорђева 34, аутомати, 5
MOZZART D.O.O. BEOGRAD, 106663237, Смедерево, Књаза Милоша бр. 56, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Смедерево, Карађорђева 8, аутомати, 18
MOZZART D.O.O. BEOGRAD, 106663237, Смедерево, Карађорђева 48, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Смедерево, Краља Петра И 9, аутомати, 8
MOZZART D.O.O. BEOGRAD, 106663237, Смедерево, Љубише Богдановић 10, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Смедерево, Цариградска 4, аутомати, 9
MOZZART D.O.O. BEOGRAD, 106663237, Смедеревска Паланка, Димитрија Туцовића 18, аутомати, 15
MOZZART D.O.O. BEOGRAD, 106663237, Смедеревска Паланка, Октобарских жртава 16 А, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Смедеревска Паланка, И Српског устанка 54, аутомати, 15
MOZZART D.O.O. BEOGRAD, 106663237, Смедеревска Паланка, Николе Пашића 10, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Сокобања, Светог Саве 30, аутомати, 15
MOZZART D.O.O. BEOGRAD, 106663237, Сокобања, Београдска  37 а, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Сомбор, Венац Војводе Радомира Путника 32, аутомати, 11
MOZZART D.O.O. BEOGRAD, 106663237, Сомбор, Војводе Степе бб, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Сомбор, Југ Богданова 24, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Сомбор, Краља Петра И бр. 28, аутомати, 6
MOZZART D.O.O. BEOGRAD, 106663237, Сомбор, Стапарски пут бр.Ц-11, аутомати, 5
MOZZART D.O.O. BEOGRAD, 106663237, Сомбор, Југ Богданова 86, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Сопот, Трг српских ратника 25, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Сопот, Милосава Влајића 5а, аутомати, 17
MOZZART D.O.O. BEOGRAD, 106663237, Сремска Митровица, Краља Петра И 99, аутомати, 6
MOZZART D.O.O. BEOGRAD, 106663237, Сремска Митровица, Владе Зечевића 1, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Сремска Митровица, Светог Димитрија 27, аутомати, 7
MOZZART D.O.O. BEOGRAD, 106663237, Сремска Митровица, Драгомира Гајића 98, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Стара Пазова, Змај Јовина 15, аутомати, 5
MOZZART D.O.O. BEOGRAD, 106663237, Стара Пазова, Мајке Југовића бр.15, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Стара Пазова, Нова Пазова, Цара Душана 13, аутомати, 13
MOZZART D.O.O. BEOGRAD, 106663237, Стара Пазова, Чупићева 1, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Стара Пазова, Црвенка, Маршала Тита 120, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Стара Пазова, Нови Бановци, Београдска 69, аутомати, 9
MOZZART D.O.O. BEOGRAD, 106663237, Стари Град, Браће Југовић 10, аутомати, 11
MOZZART D.O.O. BEOGRAD, 106663237, Стари Град, Др. Ђорђа Ковачевића бр.19, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Стари Град, Бул. Деспота Стефана 87, аутомати, 7
MOZZART D.O.O. BEOGRAD, 106663237, Стари Град, Венизелосова 46, аутомати, 8
MOZZART D.O.O. BEOGRAD, 106663237, Стари Град, Булевар ослобођења бр.124, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Стари Град, Светоилијска 6, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Стари Град, Високог Стевана 27, аутомати, 6
MOZZART D.O.O. BEOGRAD, 106663237, Стари Град, Стојана Чупића 19, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Стари Град, Зелени венац 6, аутомати, 11
MOZZART D.O.O. BEOGRAD, 106663237, Стари Град, Војводе Танкосића 40, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Стари Град, Кнез Михаилова бр. 7, аутомати, 41
MOZZART D.O.O. BEOGRAD, 106663237, Стари Град, Павла Стојковића бр.2, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Стари Град, Мајке Јевросиме 24, аутомати, 6
MOZZART D.O.O. BEOGRAD, 106663237, Стари Град, Македонска 5, аутомати, 5
MOZZART D.O.O. BEOGRAD, 106663237, Стари Град, Карађорђева 4, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Стари Град, Обилићев венац 1-3, аутомати, 19
MOZZART D.O.O. BEOGRAD, 106663237, Стари Град, Алексиначких рудара 12, кладионица, 5
MOZZART D.O.O. BEOGRAD, 106663237, Стари Град, Цара Душана 54, аутомати, 14
MOZZART D.O.O. BEOGRAD, 106663237, Стари Град, Б. Ар.Чарнојевића 184/4, кладионица, 5
